1,1,122.36,334.1,134.15999999999997,60.25999999999999,1,1,1.0
1,2,207.64,250.83,94.97000000000003,40.650000000000006,1,1,1.0
1,3,734.03,267.61,71.76999999999998,37.539999999999964,1,1,1.0
2,1,97.61,338.14,137.02999999999997,60.610000000000014,1,1,1.0
2,2,209.85,250.96,92.81000000000003,40.66999999999999,1,1,1.0
2,3,719.63,269.3,73.50999999999999,38.01999999999998,1,1,1.0
3,1,72.86,342.17,139.89999999999998,60.95999999999998,1,1,1.0
3,2,212.07,251.08,90.65000000000003,40.68999999999997,1,1,1.0
3,3,705.23,270.99,75.25,38.5,1,1,1.0
4,1,48.11,346.21,142.76999999999998,61.31,1,1,1.0
4,2,214.28,251.2,88.49999999999997,40.72000000000003,1,1,1.0
4,3,690.84,272.68,76.98000000000002,38.98000000000002,1,1,1.0
5,1,23.36,350.24,145.64,61.65999999999997,1,1,1.0
5,2,216.5,251.33,86.32999999999998,40.72999999999999,1,1,1.0
5,3,676.44,274.36,78.71999999999991,39.46999999999997,1,1,1.0
6,1,0.76,352.04,146.04000000000002,65.25999999999999,1,1,1.0
6,2,215.6,251.45,87.28999999999999,40.75999999999999,1,1,1.0
6,3,662.04,276.05,80.46000000000004,39.94999999999999,1,1,1.0
7,1,0.0,355.62,123.8,66.68,1,1,1.0
7,2,214.0,251.58,88.94,40.77000000000001,1,1,1.0
7,3,649.5,277.74,79.23000000000002,40.98000000000002,1,1,1.0
8,1,0.0,359.2,100.5,68.5,1,1,1.0
8,2,213.0,251.7,90.0,40.80000000000001,1,1,1.0
8,3,634.07,279.43,81.07999999999993,42.01999999999998,1,1,1.0
9,1,0.0,364.9,75.7,56.34000000000003,1,1,1.0
9,2,211.93,251.8,90.99000000000001,40.5,1,1,1.0
9,3,618.64,281.12,82.94000000000005,43.05000000000001,1,1,1.0
10,1,0.0,369.9,51.7,53.5,1,1,1.0
10,2,210.86,251.9,91.97999999999996,40.18999999999997,1,1,1.0
10,3,603.2,282.8,84.79999999999995,44.099999999999966,1,1,1.0
11,1,0.0,377.4,25.9,51.400000000000034,1,1,1.0
11,2,209.78,252.0,92.97999999999999,39.889999999999986,1,1,1.0
11,3,590.8,284.97,83.60000000000002,43.829999999999984,1,1,1.0
12,2,208.71,252.1,93.97999999999999,39.59,1,1,1.0
12,3,575.0,287.28,84.28999999999996,44.79000000000002,1,1,1.0
13,2,207.64,252.2,94.97000000000003,39.28000000000003,1,1,1.0
13,3,559.2,289.6,84.9799999999999,45.75,1,1,1.0
14,2,207.68,252.22,94.69,39.34,1,1,1.0
14,3,543.4,291.91,85.67000000000007,46.70999999999998,1,1,1.0
15,2,207.73,252.24,94.39000000000001,39.39999999999998,1,1,1.0
15,3,526.14,292.36,89.96000000000004,47.66999999999996,1,1,1.0
16,2,207.77,252.26,94.10999999999999,39.460000000000036,1,1,1.0
16,3,508.87,294.98,91.75999999999999,48.629999999999995,1,1,1.0
17,2,207.82,252.28,93.82,39.52000000000001,1,1,1.0
17,3,491.61,297.6,93.55999999999995,49.599999999999966,1,1,1.0
18,2,207.86,252.3,93.53999999999996,39.579999999999984,1,1,1.0
18,3,474.34,300.22,95.36000000000007,50.559999999999945,1,1,1.0
19,2,207.9,252.33,93.73999999999998,39.91999999999999,1,1,1.0
19,3,457.08,302.84,97.16000000000003,51.52000000000004,1,1,1.0
20,2,207.95,252.35,93.93,40.26000000000002,1,1,1.0
20,3,439.81,305.46,98.95999999999998,52.48000000000002,1,1,1.0
21,2,207.99,252.37,94.13,40.60000000000002,1,1,1.0
21,3,422.55,308.08,100.75999999999993,53.44999999999999,1,1,1.0
22,2,208.04,252.39,94.32000000000002,40.94999999999999,1,1,1.0
22,3,404.46,311.08,102.41000000000003,53.97000000000003,1,1,1.0
23,2,208.08,252.41,94.52000000000001,41.28999999999999,1,1,1.0
23,3,386.38,314.08,104.06,54.5,1,1,1.0
24,2,208.13,252.43,94.51999999999998,41.25,1,1,1.0
24,3,368.29,317.08,105.70999999999998,55.02000000000004,1,1,1.0
25,2,208.17,252.45,94.53,41.210000000000036,1,1,1.0
25,3,351.55,319.56,105.70999999999998,55.01999999999998,1,1,1.0
26,2,208.21,252.47,94.53999999999999,41.16999999999999,1,1,1.0
26,3,328.7,323.0,109.03000000000003,56.73000000000002,1,1,1.0
27,2,208.26,252.49,94.54000000000002,41.120000000000005,1,1,1.0
27,3,305.84,326.45,112.35000000000002,58.420000000000016,1,1,1.0
28,2,208.3,252.51,94.55000000000001,41.079999999999984,1,1,1.0
28,3,282.99,329.9,115.67000000000002,60.120000000000005,1,1,1.0
29,2,208.35,252.53,94.54999999999998,41.03999999999999,1,1,1.0
29,3,260.13,333.35,119.0,61.81999999999999,1,1,1.0
30,2,208.39,252.55,94.56,41.0,1,1,1.0
30,3,237.28,336.8,122.32000000000002,63.51999999999998,1,1,1.0
31,2,208.43,252.58,94.57,40.94999999999996,1,1,1.0
31,3,214.42,340.25,125.64000000000001,65.20999999999998,1,1,1.0
32,2,208.48,252.6,94.57000000000002,40.91,1,1,1.0
